PhysicalActivityDays,BMIPercentile,Sex,Grade
7.0,51.99882236,Male,9th grade
1.0,17.43750439,Male,9th grade
4.0,68.97887206,Male,9th grade
0.0,49.72255359,Male,9th grade
7.0,67.45640015,Male,9th grade
5.0,13.32950299,Male,9th grade
4.0,75.69056427,Male,9th grade
0.0,54.38998582,Male,9th grade
1.0,42.79220671,Male,9th grade
0.0,45.33714908,Female,9th grade
2.0,90.31507406,Female,9th grade
0.0,66.05293614,Female,9th grade
3.0,51.07051564,Female,9th grade
2.0,99.51501213,Female,9th grade
4.0,94.9236,Female,9th grade
0.0,90.73457158,Female,9th grade
2.0,5.086495135,Female,12th grade
3.0,92.83424307,Female,12th grade
0.0,46.60251916,Female,12th grade
0.0,57.95910476,Female,12th grade
3.0,23.81912584,Female,12th grade
3.0,72.36921722,Female,12th grade
1.0,69.5957294,Female,12th grade
1.0,99.29197622,Female,12th grade
3.0,82.37104942,Female,12th grade
0.0,76.72045861,Female,12th grade
3.0,97.11968904,Female,12th grade
0.0,83.77982268,Female,12th grade
0.0,91.84480724,Female,12th grade
2.0,98.30550734,Female,12th grade
0.0,4.623440432,Male,12th grade
6.0,47.36951916,Male,12th grade
2.0,13.25743495,Male,12th grade
2.0,99.16693778,Male,12th grade
0.0,10.71269185,Male,12th grade
0.0,96.39064078,Male,12th grade
0.0,98.35228845,Male,12th grade
7.0,78.97948646,Female,10th grade
4.0,36.18452036,Female,10th grade
5.0,81.97672505,Male,11th grade
5.0,71.86325702,Male,10th grade
0.0,33.10249599,Male,10th grade
4.0,95.15545676,Male,10th grade
3.0,38.13469566,Male,10th grade
3.0,90.98325619,Female,10th grade
3.0,88.95240548,Female,10th grade
7.0,96.94902892,Female,10th grade
4.0,89.95541728,Female,10th grade
0.0,25.09923397,Female,10th grade
0.0,33.66779009,Female,10th grade
1.0,23.52098729,Female,10th grade
5.0,77.7669271,Female,10th grade
0.0,14.95820722,Female,10th grade
5.0,87.83031144,Female,10th grade
0.0,96.47631529,Female,11th grade
0.0,95.63240476,Female,10th grade
4.0,8.872856689,Male,10th grade
7.0,48.66934789,Male,10th grade
0.0,81.7100925,Female,10th grade
5.0,94.18182268,Male,10th grade
0.0,60.64474404,Male,10th grade
7.0,19.43625279,Male,10th grade
3.0,98.81666886,Male,10th grade
7.0,84.0560604,Male,10th grade
0.0,74.74124853,Male,10th grade
4.0,81.55152509,Female,10th grade
0.0,35.68385606,Female,10th grade
1.0,77.65469287,Female,10th grade
2.0,21.293857,Female,10th grade
0.0,74.75823766,Female,10th grade
0.0,24.92124987,Female,10th grade
3.0,67.16680562,Female,10th grade
7.0,22.00897479,Female,10th grade
7.0,80.19448455,Female,10th grade
0.0,87.87850996,Female,10th grade
0.0,48.39929751,Female,10th grade
1.0,57.31734359,Female,10th grade
4.0,42.1484795,Female,10th grade
0.0,52.93975746,Female,10th grade
0.0,46.48345897,Female,10th grade
0.0,90.38448819,Male,12th grade
5.0,59.36187206,Male,12th grade
6.0,40.05564445,Male,12th grade
0.0,83.83716201,Male,12th grade
2.0,97.66555793,Male,12th grade
0.0,94.25583977,Male,12th grade
7.0,42.88471454,Male,12th grade
0.0,97.43758591,Male,12th grade
2.0,97.83486502,Male,12th grade
1.0,98.41070272,Male,12th grade
0.0,17.94022959,Male,12th grade
0.0,60.47945217,Male,12th grade
0.0,49.07165942,Female,12th grade
0.0,82.389679,Female,12th grade
0.0,62.21357175,Female,12th grade
3.0,9.166422739,Female,12th grade
5.0,27.97089061,Female,12th grade
0.0,79.16293108,Female,12th grade
0.0,98.20843328,Female,12th grade
1.0,3.484393708,Female,12th grade
6.0,47.13225379,Female,12th grade
1.0,95.71269842,Female,9th grade
0.0,15.52208415,Male,9th grade
5.0,86.48349966,Male,9th grade
7.0,46.34039738,Male,9th grade
4.0,34.52856862,Male,9th grade
5.0,90.31507406,Female,9th grade
4.0,30.29781056,Female,9th grade
6.0,42.54722762,Female,9th grade
0.0,92.38597328,Female,9th grade
6.0,71.98123934,Female,9th grade
2.0,94.08124471,Female,9th grade
4.0,45.23145513,Female,9th grade
0.0,35.75781836,Female,9th grade
5.0,57.00752646,Female,9th grade
6.0,60.75872902,Female,9th grade
7.0,18.1526953,Female,9th grade
5.0,83.35027142,Female,9th grade
5.0,53.96737126,Female,9th grade
7.0,67.95392435,Female,9th grade
7.0,89.22539268,Female,9th grade
1.0,99.2021726,Female,9th grade
0.0,85.48805015,Female,9th grade
5.0,62.8727162,Female,11th grade
5.0,65.01123559,Female,11th grade
0.0,33.86369686,Female,11th grade
4.0,63.85013973,Female,11th grade
5.0,87.87850996,Female,11th grade
0.0,93.85224358,Female,11th grade
0.0,23.65339914,Female,11th grade
0.0,74.34578782,Female,11th grade
4.0,93.5524051,Female,11th grade
6.0,63.68537415,Male,11th grade
5.0,11.91054027,Male,11th grade
2.0,96.87222741,Male,11th grade
1.0,64.22682777,Male,11th grade
7.0,31.69146229,Male,11th grade
6.0,3.194833318,Male,11th grade
6.0,8.872856689,Male,11th grade
7.0,73.74393215,Male,11th grade
0.0,12.85383669,Male,11th grade
7.0,70.11803045,Male,11th grade
2.0,25.58313701,Male,11th grade
7.0,45.71292164,Male,11th grade
1.0,94.36688785,Female,10th grade
0.0,85.72036702,Female,10th grade
7.0,61.88431836,Male,10th grade
0.0,78.81888198,Male,10th grade
5.0,90.01892993,Male,10th grade
0.0,30.75861295,Male,10th grade
4.0,45.16626978,Male,10th grade
5.0,41.00114576,Female,10th grade
0.0,80.10061405,Female,10th grade
0.0,71.88874208,Female,10th grade
1.0,90.05670299,Female,10th grade
1.0,35.68385606,Female,10th grade
3.0,93.33379186,Female,10th grade
0.0,77.80336579,Female,10th grade
0.0,98.88094761,Female,10th grade
3.0,94.98144459,Female,10th grade
0.0,70.79707863,Female,10th grade
0.0,68.0682032,Female,10th grade
0.0,85.43273275,Female,10th grade
1.0,74.60880949,Female,10th grade
7.0,3.163642944,Male,11th grade
5.0,98.85157068,Male,11th grade
7.0,77.69689813,Male,11th grade
5.0,35.20622619,Male,11th grade
5.0,50.27447135,Male,11th grade
0.0,92.72607031,Male,11th grade
0.0,81.55152509,Female,11th grade
7.0,95.2156624,Female,11th grade
4.0,78.49511179,Female,11th grade
0.0,91.45626301,Female,11th grade
3.0,92.31078436,Female,11th grade
0.0,83.09080929,Female,11th grade
1.0,92.94782331,Female,11th grade
0.0,97.01089676,Female,11th grade
1.0,81.05074651,Female,11th grade
3.0,50.83565947,Female,11th grade
1.0,80.57241076,Female,11th grade
4.0,11.24714098,Female,11th grade
5.0,55.35057859,Male,11th grade
4.0,94.74810497,Male,11th grade
7.0,65.22758067,Male,11th grade
2.0,12.85383669,Male,11th grade
5.0,98.39253409,Male,11th grade
3.0,31.37615111,Male,11th grade
1.0,29.14504055,Male,11th grade
0.0,87.2995446,Male,12th grade
3.0,19.98618238,Female,11th grade
7.0,95.58149175,Female,12th grade
0.0,10.90589105,Female,12th grade
2.0,48.05850021,Female,12th grade
0.0,96.23919207,Female,12th grade
0.0,24.03471904,Female,12th grade
5.0,85.24612213,Female,12th grade
5.0,90.31735531,Male,12th grade
2.0,67.33594521,Male,12th grade
0.0,38.18531901,Male,12th grade
1.0,95.29459206,Male,12th grade
4.0,73.05961868,Male,12th grade
2.0,97.68971482,Male,12th grade
7.0,60.67838341,Male,12th grade
4.0,80.50659742,Male,12th grade
3.0,78.69808838,Male,12th grade
2.0,87.65979453,Male,12th grade
3.0,91.45359134,Male,9th grade
5.0,84.19141188,Male,9th grade
7.0,70.8375548,Male,10th grade
0.0,69.86952348,Male,9th grade
0.0,24.00040538,Male,9th grade
6.0,51.74396482,Male,9th grade
6.0,75.82198411,Male,9th grade
0.0,69.13113635,Male,9th grade
7.0,68.38112974,Male,9th grade
7.0,33.20018874,Male,9th grade
4.0,81.80727095,Female,9th grade
0.0,86.66563258,Female,9th grade
3.0,81.88567938,Female,9th grade
5.0,31.05604841,Female,9th grade
5.0,42.53225571,Female,9th grade
2.0,86.87757138,Female,9th grade
2.0,44.53701323,Female,9th grade
7.0,96.43469449,Female,9th grade
0.0,82.23608164,Female,9th grade
7.0,74.94547377,Male,10th grade
2.0,17.74504799,Female,9th grade
7.0,45.16626978,Male,10th grade
7.0,90.14559912,Male,11th grade
4.0,27.74545863,Male,10th grade
3.0,93.95733265,Male,9th grade
5.0,61.00492226,Male,10th grade
2.0,74.85968073,Female,9th grade
6.0,40.55138048,Female,10th grade
5.0,47.52350758,Female,9th grade
7.0,75.23467758,Female,9th grade
6.0,42.99301921,Female,9th grade
1.0,88.37481573,Female,10th grade
7.0,69.87171391,Female,10th grade
2.0,62.06902098,Female,9th grade
3.0,98.74550672,Male,10th grade
1.0,69.88257682,Female,10th grade
1.0,58.1206334,Female,9th grade
0.0,51.12976971,Male,9th grade
7.0,98.14197185,Male,11th grade
5.0,69.91124718,Female,11th grade
6.0,75.65036356,Male,11th grade
0.0,72.60095123,Male,11th grade
2.0,52.74582649,Female,11th grade
1.0,67.15623216,Female,11th grade
3.0,42.05103451,Male,11th grade
3.0,48.98596485,Male,11th grade
0.0,74.84675066,Male,11th grade
5.0,23.08581764,Female,11th grade
0.0,56.12393568,Female,11th grade
4.0,58.18062198,Female,11th grade
3.0,50.83565947,Female,11th grade
2.0,86.32980556,Female,11th grade
6.0,31.69146229,Male,11th grade
2.0,10.89712829,Female,11th grade
1.0,2.374234691,Male,11th grade
3.0,87.10946842,Male,11th grade
0.0,24.47152508,Female,11th grade
7.0,58.2330153,Female,11th grade
3.0,71.24517665,Female,11th grade
0.0,26.12873047,Female,11th grade
1.0,84.67610222,Female,10th grade
4.0,4.639382955,Male,11th grade
0.0,13.78999144,Male,9th grade
1.0,54.15385884,Female,10th grade
4.0,42.58443965,Male,11th grade
7.0,56.92345524,Female,9th grade
2.0,63.85013973,Female,9th grade
3.0,76.16361312,Female,10th grade
7.0,42.24072011,Female,9th grade
2.0,86.49839012,Female,10th grade
2.0,3.163642944,Male,12th grade
4.0,56.32057943,Male,12th grade
2.0,63.10741439,Male,12th grade
2.0,32.35454194,Male,11th grade
0.0,34.15732774,Female,11th grade
4.0,91.41477826,Female,11th grade
5.0,37.55228267,Male,11th grade
5.0,30.69589607,Female,12th grade
1.0,58.54997123,Male,11th grade
5.0,39.64309673,Female,11th grade
7.0,62.83122911,Female,11th grade
1.0,81.55152509,Female,11th grade
2.0,86.95492749,Female,11th grade
3.0,71.66912864,Female,11th grade
4.0,61.12521977,Male,11th grade
0.0,4.324742377,Female,11th grade
2.0,70.67451976,Female,11th grade
7.0,99.78185943,Male,9th grade
7.0,80.42426335,Male,11th grade
3.0,66.95017509,Male,11th grade
7.0,84.50209709,Female,11th grade
4.0,99.21347352,Male,9th grade
7.0,92.75239448,Female,9th grade
2.0,93.53824674,Female,9th grade
7.0,52.93975746,Female,9th grade
0.0,99.75215075,Male,9th grade
1.0,18.56271072,Female,9th grade
7.0,31.37615111,Male,9th grade
7.0,76.16067723,Male,9th grade
4.0,33.65244897,Female,9th grade
3.0,36.04892235,Female,12th grade
4.0,61.32168999,Male,12th grade
0.0,18.46336599,Female,11th grade
3.0,93.20710178,Female,12th grade
0.0,75.86208809,Male,12th grade
4.0,10.130113,Male,11th grade
2.0,43.67278106,Female,12th grade
4.0,57.48680824,Female,12th grade
4.0,49.99841183,Female,11th grade
0.0,26.6755441,Female,12th grade
0.0,14.37822027,Female,12th grade
0.0,70.01219992,Female,12th grade
7.0,57.61149421,Male,10th grade
7.0,71.62358012,Male,10th grade
4.0,54.76825471,Male,10th grade
3.0,80.97504778,Male,10th grade
0.0,65.16237708,Female,10th grade
0.0,56.26811413,Male,10th grade
0.0,92.68923451,Female,10th grade
3.0,87.26940456,Female,10th grade
6.0,48.66934789,Male,10th grade
2.0,48.01473168,Male,10th grade
1.0,46.48345897,Female,10th grade
5.0,62.97929123,Female,10th grade
7.0,16.20937432,Female,10th grade
6.0,74.10960037,Male,10th grade
7.0,77.41515186,Female,9th grade
4.0,2.76677126,Male,10th grade
2.0,97.81659594,Female,10th grade
2.0,75.11573491,Male,10th grade
5.0,93.56191162,Female,10th grade
7.0,90.57566547,Male,10th grade
5.0,53.218169,Female,10th grade
2.0,81.98085734,Female,10th grade
7.0,83.32303085,Female,10th grade
4.0,79.94321014,Female,10th grade
4.0,37.18895874,Female,10th grade
3.0,16.01481832,Female,10th grade
7.0,36.10964177,Female,10th grade
3.0,98.57745912,Female,10th grade
6.0,33.25918052,Male,11th grade
7.0,63.87226631,Male,11th grade
0.0,67.16680562,Female,10th grade
4.0,54.83067286,Female,11th grade
6.0,38.01409877,Male,11th grade
0.0,65.84221705,Female,11th grade
6.0,28.81864544,Female,11th grade
1.0,84.20292204,Male,11th grade
6.0,8.886161354,Female,11th grade
7.0,35.69459997,Female,11th grade
2.0,56.12875598,Female,11th grade
4.0,0.673852268,Female,11th grade
7.0,52.00817272,Female,11th grade
7.0,78.84255534,Female,10th grade
3.0,93.57527412,Male,11th grade
3.0,59.6972449,Female,10th grade
6.0,5.526833422,Female,11th grade
0.0,12.52443009,Female,11th grade
0.0,71.66639004,Male,11th grade
1.0,90.83184734,Female,11th grade
7.0,64.26150224,Male,11th grade
7.0,61.62211135,Male,11th grade
5.0,36.68936176,Female,11th grade
4.0,25.50975173,Male,11th grade
0.0,34.4098771,Male,11th grade
7.0,2.841406798,Male,12th grade
6.0,85.52042096,Male,11th grade
5.0,81.83227674,Female,11th grade
0.0,96.4728734,Male,11th grade
5.0,93.2851331,Male,10th grade
4.0,42.53225571,Female,9th grade
2.0,50.87045271,Female,9th grade
7.0,45.91878523,Female,9th grade
2.0,60.40220895,Male,12th grade
7.0,92.18630697,Male,11th grade
1.0,76.4894434,Male,10th grade
1.0,19.12902502,Female,11th grade
5.0,99.08289533,Female,11th grade
7.0,52.44267548,Male,9th grade
5.0,55.36522941,Male,9th grade
4.0,5.59090431,Male,12th grade
5.0,97.625623,Female,10th grade
3.0,97.68724399,Female,10th grade
0.0,18.17579021,Female,10th grade
0.0,44.29519256,Female,10th grade
3.0,37.6095217,Male,10th grade
1.0,27.8727641,Female,10th grade
4.0,2.043306554,Female,10th grade
0.0,29.14256978,Male,10th grade
4.0,95.15268037,Male,9th grade
5.0,98.64661128,Male,10th grade
6.0,60.06952126,Female,9th grade
0.0,83.38004367,Male,10th grade
5.0,75.69056427,Male,9th grade
0.0,15.52806328,Female,9th grade
7.0,98.80049558,Male,10th grade
1.0,81.07986622,Female,10th grade
1.0,90.08907671,Male,10th grade
3.0,62.1722879,Female,9th grade
5.0,81.88920139,Male,10th grade
6.0,98.89923338,Male,10th grade
2.0,92.09238408,Female,10th grade
3.0,37.55228267,Male,10th grade
0.0,5.526833422,Female,10th grade
7.0,92.98657363,Male,10th grade
7.0,11.91054027,Male,10th grade
7.0,84.94984176,Female,10th grade
7.0,76.13913858,Male,10th grade
4.0,96.78654231,Male,10th grade
1.0,47.9840088,Male,10th grade
2.0,23.08802688,Female,10th grade
7.0,66.66766598,Male,10th grade
2.0,93.43088192,Female,10th grade
2.0,32.89198615,Female,10th grade
0.0,4.639382955,Male,11th grade
7.0,84.24798309,Male,9th grade
0.0,78.66079606,Female,12th grade
4.0,35.66865835,Female,11th grade
5.0,0.895917434,Male,12th grade
0.0,84.25378028,Female,12th grade
5.0,93.58023398,Male,9th grade
7.0,87.39539654,Male,10th grade
2.0,41.48252506,Female,10th grade
7.0,5.59090431,Male,11th grade
0.0,61.12521977,Male,12th grade
1.0,93.33913318,Female,10th grade
7.0,63.6226619,Male,10th grade
1.0,79.92192149,Male,10th grade
2.0,13.08187583,Male,11th grade
7.0,98.59339935,Male,10th grade
3.0,95.57547523,Male,10th grade
0.0,12.35928755,Male,11th grade
4.0,62.18674919,Female,11th grade
6.0,90.74861503,Female,11th grade
0.0,65.88575167,Female,11th grade
2.0,80.5301532,Female,11th grade
0.0,87.90547486,Male,10th grade
7.0,97.65709632,Male,10th grade
3.0,42.90537454,Female,10th grade
0.0,90.5315159,Female,11th grade
0.0,88.18931981,Female,11th grade
7.0,1.488546719,Male,11th grade
3.0,98.03759343,Male,10th grade
6.0,83.03329401,Male,11th grade
6.0,55.06915825,Male,10th grade
0.0,89.74375782,Female,10th grade
3.0,36.0477335,Female,10th grade
1.0,69.23037829,Female,10th grade
3.0,69.86952348,Male,11th grade
4.0,99.52700573,Male,12th grade
0.0,80.55410129,Male,10th grade
1.0,67.50042545,Female,10th grade
0.0,41.76200357,Male,10th grade
0.0,23.38379549,Female,11th grade
3.0,90.69075623,Female,10th grade
4.0,71.95149738,Female,12th grade
7.0,83.38004367,Male,11th grade
4.0,97.37935273,Female,10th grade
2.0,93.47508316,Female,10th grade
2.0,7.381029627,Female,10th grade
0.0,18.56271072,Female,10th grade
3.0,36.20974188,Male,10th grade
2.0,99.30645185,Male,11th grade
3.0,37.97610596,Female,10th grade
2.0,79.57774669,Male,10th grade
2.0,99.17004588,Male,10th grade
5.0,97.59471615,Male,10th grade
2.0,67.21733084,Female,10th grade
2.0,5.281255376,Female,10th grade
2.0,35.69459997,Female,10th grade
0.0,69.88257682,Female,10th grade
5.0,24.49606062,Male,10th grade
0.0,43.13219212,Female,10th grade
2.0,76.16361312,Female,10th grade
5.0,82.64822601,Male,10th grade
0.0,85.03453453,Female,10th grade
6.0,31.37223778,Male,11th grade
3.0,56.79061795,Female,10th grade
0.0,25.04857867,Male,10th grade
7.0,72.94044949,Male,11th grade
1.0,89.24759602,Male,10th grade
1.0,60.9709885,Male,11th grade
3.0,53.02162601,Female,12th grade
1.0,98.07642499,Female,12th grade
2.0,94.71159568,Female,12th grade
3.0,52.85458427,Female,11th grade
0.0,89.23253452,Female,12th grade
3.0,44.95264333,Female,10th grade
5.0,27.55647439,Female,12th grade
7.0,13.32173845,Male,12th grade
0.0,40.85216047,Female,11th grade
0.0,57.45496513,Female,12th grade
7.0,78.57310447,Female,12th grade
2.0,87.60221101,Female,10th grade
7.0,93.65518174,Male,12th grade
0.0,56.12875598,Female,11th grade
1.0,23.38379549,Female,12th grade
5.0,61.81583233,Male,11th grade
0.0,70.02580011,Male,11th grade
5.0,3.967517444,Male,12th grade
0.0,86.68831688,Female,10th grade
7.0,28.54864874,Female,10th grade
1.0,38.76504839,Female,9th grade
0.0,84.33451165,Female,11th grade
0.0,81.80727095,Female,9th grade
6.0,97.31809267,Male,9th grade
5.0,11.92806296,Female,9th grade
2.0,22.66659312,Female,9th grade
5.0,83.52662952,Male,9th grade
3.0,87.91928191,Female,9th grade
4.0,99.48122456,Male,9th grade
3.0,66.74525704,Male,9th grade
6.0,25.66497134,Male,9th grade
7.0,15.41873693,Male,9th grade
2.0,91.66386894,Female,9th grade
0.0,99.03098701,Male,9th grade
7.0,17.10104412,Male,9th grade
5.0,93.57477326,Male,9th grade
4.0,48.39929751,Female,9th grade
3.0,65.63127873,Female,9th grade
0.0,99.23415163,Male,9th grade
5.0,91.70003982,Male,9th grade
4.0,35.74194696,Male,9th grade
4.0,70.33923046,Male,9th grade
2.0,93.25646553,Male,9th grade
7.0,47.24873407,Female,9th grade
7.0,89.3252867,Male,9th grade
0.0,63.50973543,Male,9th grade
3.0,66.99718709,Female,9th grade
6.0,93.32023059,Male,9th grade
3.0,96.70632705,Male,9th grade
7.0,98.04942886,Male,9th grade
7.0,1.193546724,Male,10th grade
7.0,90.51467987,Male,11th grade
1.0,1.150116599,Female,12th grade
0.0,95.23595706,Male,10th grade
4.0,87.50167897,Male,10th grade
5.0,70.11803045,Male,12th grade
6.0,75.39423481,Female,10th grade
0.0,90.45285503,Male,12th grade
6.0,44.91365764,Male,12th grade
4.0,23.65339914,Female,10th grade
7.0,19.73341356,Male,10th grade
3.0,50.0155871,Male,10th grade
0.0,64.26150224,Male,10th grade
2.0,10.90941439,Male,10th grade
7.0,40.43831387,Male,10th grade
7.0,87.9197782,Male,10th grade
2.0,40.69479916,Male,10th grade
3.0,61.00492226,Male,10th grade
6.0,75.88894522,Male,10th grade
3.0,22.91304404,Female,10th grade
3.0,91.52803604,Male,10th grade
7.0,99.12269805,Male,10th grade
1.0,72.8548793,Female,10th grade
7.0,68.73980755,Male,10th grade
2.0,56.42256534,Male,10th grade
7.0,38.52844039,Male,10th grade
7.0,58.167767,Male,10th grade
5.0,98.65514685,Female,10th grade
7.0,2.215221916,Male,10th grade
3.0,46.75078327,Female,12th grade
7.0,86.35803709,Male,9th grade
2.0,55.50508414,Male,9th grade
7.0,0.044414126,Female,9th grade
7.0,74.35426883,Male,9th grade
7.0,54.04791735,Male,9th grade
0.0,45.23145513,Female,9th grade
4.0,13.72674836,Male,9th grade
5.0,50.07999059,Male,9th grade
3.0,44.42268346,Female,9th grade
6.0,74.18674572,Female,9th grade
6.0,65.01962099,Male,9th grade
7.0,69.30983048,Male,9th grade
3.0,80.78825447,Female,9th grade
7.0,99.48179603,Male,10th grade
7.0,87.45789419,Male,9th grade
7.0,97.84509237,Male,9th grade
0.0,34.72815456,Female,9th grade
0.0,92.71119241,Female,9th grade
2.0,53.96737126,Female,9th grade
2.0,14.02708141,Male,9th grade
0.0,97.37142218,Male,9th grade
5.0,76.4894434,Male,9th grade
0.0,11.60014622,Female,9th grade
7.0,71.72744546,Female,9th grade
0.0,92.66393201,Male,9th grade
2.0,83.76843903,Female,9th grade
5.0,85.8509833,Female,9th grade
0.0,63.88776352,Female,9th grade
7.0,85.95764212,Male,9th grade
1.0,56.95703982,Female,9th grade
5.0,55.80618027,Male,9th grade
0.0,68.81281941,Female,9th grade
7.0,87.12173448,Female,9th grade
5.0,98.19619209,Male,9th grade
2.0,55.87858886,Male,9th grade
0.0,82.96322536,Male,9th grade
6.0,30.85649979,Male,9th grade
0.0,80.10061405,Female,9th grade
3.0,82.37580436,Female,9th grade
0.0,20.46953227,Female,9th grade
4.0,76.13757745,Male,9th grade
0.0,93.57446282,Female,9th grade
7.0,0.758042583,Male,9th grade
1.0,99.14650591,Male,10th grade
1.0,24.37249185,Female,10th grade
1.0,74.34578782,Female,10th grade
2.0,86.87757138,Female,10th grade
4.0,83.07923933,Female,10th grade
4.0,69.91124718,Female,10th grade
0.0,20.56534845,Male,10th grade
6.0,69.17629728,Male,10th grade
3.0,23.06718521,Male,10th grade
7.0,92.54301116,Male,10th grade
1.0,95.03683894,Female,10th grade
0.0,30.54443285,Female,9th grade
7.0,96.43469449,Female,9th grade
2.0,95.41758153,Male,9th grade
1.0,75.39423481,Female,9th grade
7.0,8.572778087,Male,9th grade
7.0,99.09885489,Male,9th grade
5.0,38.13156894,Female,9th grade
7.0,55.79291405,Male,10th grade
2.0,52.67438769,Female,9th grade
3.0,91.49318883,Male,9th grade
7.0,79.69966839,Male,9th grade
3.0,69.54558992,Female,9th grade
0.0,84.79922772,Female,12th grade
0.0,47.13225379,Female,12th grade
0.0,53.51070343,Male,12th grade
0.0,76.72045861,Female,12th grade
7.0,20.7059452,Female,12th grade
6.0,93.10752076,Male,12th grade
4.0,90.445849,Male,12th grade
0.0,99.55801844,Male,12th grade
5.0,89.59983561,Female,12th grade
1.0,58.69524984,Female,12th grade
7.0,97.66555793,Male,12th grade
4.0,0.130405029,Male,12th grade
0.0,57.0210877,Female,12th grade
0.0,67.03684366,Female,12th grade
0.0,29.2031064,Male,12th grade
4.0,98.31858031,Male,10th grade
0.0,93.61608247,Female,10th grade
1.0,96.94902892,Female,10th grade
0.0,90.3021417,Female,10th grade
2.0,83.06926617,Female,10th grade
5.0,47.9840088,Male,10th grade
1.0,47.57670396,Female,10th grade
2.0,94.14135345,Male,10th grade
1.0,65.52232649,Female,10th grade
0.0,97.13037797,Female,10th grade
3.0,99.4389986,Female,10th grade
0.0,86.8586048,Female,10th grade
1.0,12.0889531,Male,10th grade
0.0,36.8619196,Male,10th grade
3.0,33.35731803,Female,10th grade
0.0,80.45814115,Male,10th grade
6.0,81.73093016,Male,10th grade
0.0,95.15545676,Male,10th grade
2.0,97.08465579,Female,10th grade
1.0,79.57444257,Female,9th grade
0.0,37.57997923,Female,9th grade
0.0,65.17949807,Female,9th grade
0.0,98.81792138,Male,9th grade
0.0,92.18543092,Female,9th grade
3.0,94.70532232,Female,9th grade
0.0,76.61594979,Male,10th grade
1.0,76.16976792,Male,10th grade
7.0,56.22848897,Male,10th grade
2.0,36.8619196,Male,10th grade
6.0,80.88250689,Male,10th grade
7.0,71.94732334,Male,10th grade
4.0,73.59778515,Male,10th grade
3.0,36.89716191,Male,10th grade
0.0,62.34302909,Female,10th grade
6.0,56.12271161,Female,10th grade
0.0,79.12937203,Female,10th grade
5.0,56.25019224,Female,10th grade
2.0,79.6996478,Female,10th grade
6.0,22.37765548,Female,10th grade
0.0,35.66865835,Female,10th grade
0.0,49.73333109,Female,10th grade
1.0,90.86139784,Female,10th grade
1.0,18.66682582,Female,10th grade
3.0,71.40661886,Female,10th grade
3.0,89.95541728,Female,10th grade
1.0,67.50042545,Female,10th grade
2.0,86.66563258,Female,10th grade
2.0,31.25098585,Female,10th grade
7.0,69.86952348,Male,11th grade
4.0,17.71649199,Male,11th grade
1.0,89.90649736,Male,11th grade
3.0,86.77246275,Male,11th grade
4.0,22.51813463,Male,11th grade
1.0,77.00916842,Male,11th grade
7.0,98.95719794,Male,11th grade
5.0,1.880128952,Male,11th grade
0.0,65.33623547,Male,11th grade
1.0,66.72581086,Female,11th grade
0.0,73.99784099,Female,11th grade
7.0,28.91092809,Female,11th grade
6.0,28.16230151,Female,11th grade
0.0,33.25924879,Female,11th grade
0.0,91.45626301,Female,11th grade
1.0,53.62901996,Female,11th grade
7.0,61.79232599,Female,11th grade
0.0,57.31734359,Female,11th grade
7.0,60.14676618,Female,11th grade
3.0,66.5318241,Male,12th grade
7.0,97.38183879,Male,12th grade
0.0,96.48162465,Male,12th grade
1.0,90.64452032,Male,12th grade
7.0,63.67531538,Male,12th grade
7.0,83.90474553,Male,12th grade
4.0,90.99430676,Male,12th grade
0.0,83.03210906,Male,12th grade
1.0,75.2628239,Male,12th grade
0.0,34.21869952,Female,12th grade
0.0,13.16010488,Female,12th grade
0.0,19.12650374,Female,12th grade
0.0,25.21110536,Female,12th grade
0.0,75.83754765,Female,12th grade
0.0,40.69839771,Female,9th grade
0.0,30.2601081,Female,9th grade
0.0,35.75781836,Female,9th grade
2.0,75.68396476,Female,9th grade
6.0,60.75872902,Female,9th grade
6.0,43.23195674,Female,9th grade
3.0,98.91480641,Female,9th grade
0.0,75.68396476,Female,9th grade
2.0,93.27889871,Female,9th grade
6.0,41.48406277,Male,9th grade
3.0,73.34194564,Male,9th grade
1.0,24.19083228,Male,9th grade
4.0,70.7433751,Male,9th grade
7.0,24.78306649,Male,9th grade
0.0,47.60096829,Male,9th grade
1.0,65.34488062,Male,9th grade
2.0,93.25646553,Male,9th grade
0.0,66.76021312,Male,9th grade
0.0,9.585656187,Male,9th grade
7.0,79.92192149,Male,9th grade
4.0,82.31303268,Male,9th grade
4.0,98.6614814,Male,9th grade
7.0,15.41873693,Male,9th grade
2.0,90.17712208,Male,9th grade
5.0,61.88431836,Male,9th grade
1.0,77.39416894,Male,9th grade
4.0,34.20904036,Male,9th grade
5.0,98.12484759,Male,9th grade
3.0,79.26538475,Female,9th grade
0.0,1.995243613,Female,9th grade
7.0,65.59480184,Female,10th grade
3.0,90.98325619,Female,9th grade
7.0,96.08586161,Female,9th grade
7.0,99.52835072,Female,9th grade
2.0,17.74504799,Female,9th grade
7.0,92.55508897,Male,10th grade
5.0,16.84718793,Male,10th grade
7.0,33.59273804,Male,10th grade
3.0,99.71576041,Male,10th grade
6.0,27.25450767,Male,11th grade
0.0,69.87171391,Female,10th grade
2.0,90.12912265,Female,10th grade
1.0,44.35698162,Female,10th grade
3.0,84.24782523,Female,10th grade
1.0,96.96674967,Female,10th grade
